ds,y,type
2025-07-07 02:39:10.297835,5521.390770029013,Groceries
2025-07-08 02:39:10.297835,5499.086059364423,Miscellaneous
2025-07-09 02:39:10.297835,5492.071502763841,Miscellaneous
2025-07-10 02:39:10.297835,5467.83799188251,Miscellaneous
2025-07-11 02:39:10.297835,5368.362501635303,Entertainment
2025-07-12 02:39:10.297835,5188.575748738808,Entertainment
2025-07-13 02:39:10.297835,5171.2937232994855,Miscellaneous
2025-07-14 02:39:10.297835,5083.099032149553,Groceries
2025-07-15 02:39:10.297835,5073.094323277704,Miscellaneous
2025-07-16 02:39:10.297835,5041.441451167592,Miscellaneous
2025-07-17 02:39:10.297835,5014.803818951523,Miscellaneous
2025-07-18 02:39:10.297835,4976.601737249421,Entertainment
2025-07-19 02:39:10.297835,4941.4625121487215,Entertainment
2025-07-20 02:39:10.297835,4911.928592547652,Miscellaneous
2025-07-21 02:39:10.297835,4826.835182102159,Groceries
2025-07-22 02:39:10.297835,4793.070080026996,Miscellaneous
2025-07-23 02:39:10.297835,4763.351602076518,Miscellaneous
2025-07-24 02:39:10.297835,4755.504394754052,Miscellaneous
2025-07-25 02:39:10.297835,4720.233606218717,Entertainment
2025-07-26 02:39:10.297835,4522.638482088505,Entertainment
2025-07-27 02:39:10.297835,4504.539004237041,Miscellaneous
2025-07-28 02:39:10.297835,4398.594053942358,Groceries
2025-07-29 02:39:10.297835,4365.146069088346,Miscellaneous
2025-07-30 02:39:10.297835,4326.992368879911,Miscellaneous
2025-07-31 02:39:10.297835,4287.482331646111,Miscellaneous
2025-08-01 02:39:10.297835,7287.482331646111,Salary
2025-08-02 02:39:10.297835,6087.482331646111,Rent
2025-08-03 02:39:10.297835,6056.114095162047,Miscellaneous
2025-08-04 02:39:10.297835,5949.775924174884,Groceries
2025-08-05 02:39:10.297835,5941.85339909043,Miscellaneous
2025-08-06 02:39:10.297835,5909.653257032969,Miscellaneous
2025-08-07 02:39:10.297835,5885.109108292216,Miscellaneous
2025-08-08 02:39:10.297835,5788.74914662776,Entertainment
2025-08-09 02:39:10.297835,5605.605357310707,Entertainment
2025-08-10 02:39:10.297835,5596.713445429992,Miscellaneous
2025-08-11 02:39:10.297835,5482.2296881296315,Groceries
2025-08-12 02:39:10.297835,5476.832310562771,Miscellaneous
2025-08-13 02:39:10.297835,5455.429188092977,Miscellaneous
2025-08-14 02:39:10.297835,5448.4585734441125,Miscellaneous
2025-08-15 02:39:10.297835,5407.071348515859,Entertainment
2025-08-16 02:39:10.297835,5365.91662409598,Entertainment
2025-08-17 02:39:10.297835,5338.194263521918,Miscellaneous
2025-08-18 02:39:10.297835,5205.971121973339,Groceries
2025-08-19 02:39:10.297835,5180.553215194938,Miscellaneous
2025-08-20 02:39:10.297835,5141.877175998329,Miscellaneous
2025-08-21 02:39:10.297835,5123.756705715,Miscellaneous
2025-08-22 02:39:10.297835,5052.328530184265,Entertainment
2025-08-23 02:39:10.297835,4875.980687110163,Entertainment
2025-08-24 02:39:10.297835,4863.154832761982,Miscellaneous
2025-08-25 02:39:10.297835,4715.729255001139,Groceries
2025-08-26 02:39:10.297835,4710.303848386995,Miscellaneous
2025-08-27 02:39:10.297835,4671.358089452227,Miscellaneous
2025-08-28 02:39:10.297835,4664.847492533957,Miscellaneous
2025-08-29 02:39:10.297835,4484.441732068304,Entertainment
2025-08-30 02:39:10.297835,4369.45553243277,Entertainment
2025-08-31 02:39:10.297835,4329.701764568595,Miscellaneous
2025-09-01 02:39:10.297835,7329.701764568595,Salary
2025-09-02 02:39:10.297835,6129.701764568595,Rent
2025-09-03 02:39:10.297835,6122.118884802856,Miscellaneous
2025-09-04 02:39:10.297835,6097.73398484881,Miscellaneous
2025-09-05 02:39:10.297835,5903.259528437372,Entertainment
2025-09-06 02:39:10.297835,5789.101916486745,Entertainment
2025-09-07 02:39:10.297835,5762.07296415201,Miscellaneous
2025-09-08 02:39:10.297835,5633.370555923087,Groceries
2025-09-09 02:39:10.297835,5612.461618656214,Miscellaneous
2025-09-10 02:39:10.297835,5585.497085853272,Miscellaneous
2025-09-11 02:39:10.297835,5560.046084935964,Miscellaneous
2025-09-12 02:39:10.297835,5377.837643047586,Entertainment
2025-09-13 02:39:10.297835,5349.657294586124,Entertainment
2025-09-14 02:39:10.297835,5334.8235829503965,Miscellaneous
2025-09-15 02:39:10.297835,5188.294779065038,Groceries
2025-09-16 02:39:10.297835,5152.135546628856,Miscellaneous
2025-09-17 02:39:10.297835,5131.187560281356,Miscellaneous
2025-09-18 02:39:10.297835,5104.482919358303,Miscellaneous
2025-09-19 02:39:10.297835,5034.554306421699,Entertainment
2025-09-20 02:39:10.297835,4980.692497671422,Entertainment
2025-09-21 02:39:10.297835,4959.463053498523,Miscellaneous
2025-09-22 02:39:10.297835,4854.728397536699,Groceries
2025-09-23 02:39:10.297835,4829.300433621918,Miscellaneous
2025-09-24 02:39:10.297835,4821.579721328144,Miscellaneous
2025-09-25 02:39:10.297835,4782.475903059828,Miscellaneous
2025-09-26 02:39:10.297835,4584.957969053499,Entertainment
2025-09-27 02:39:10.297835,4439.288860529945,Entertainment
2025-09-28 02:39:10.297835,4415.5254877079005,Miscellaneous
2025-09-29 02:39:10.297835,4313.858554567858,Groceries
2025-09-30 02:39:10.297835,4280.375728878114,Miscellaneous
2025-10-01 02:39:10.297835,7280.375728878114,Salary
2025-10-02 02:39:10.297835,6080.375728878114,Rent
2025-10-03 02:39:10.297835,5937.124117818416,Entertainment
2025-10-04 02:39:10.297835,5887.853068736336,Entertainment
2025-10-05 02:39:10.297835,5850.970617279052,Miscellaneous
2025-10-06 02:39:10.297835,5713.39301027443,Groceries
2025-10-07 02:39:10.297835,5675.150013309212,Miscellaneous
2025-10-08 02:39:10.297835,5644.74983051562,Miscellaneous
2025-10-09 02:39:10.297835,5618.280298657867,Miscellaneous
2025-10-10 02:39:10.297835,5522.996552125556,Entertainment
2025-10-11 02:39:10.297835,5335.105425121834,Entertainment
2025-10-12 02:39:10.297835,5299.79318898932,Miscellaneous
2025-10-13 02:39:10.297835,5216.627882081886,Groceries
2025-10-14 02:39:10.297835,5210.705037974482,Miscellaneous
2025-10-15 02:39:10.297835,5192.528820133751,Miscellaneous
2025-10-16 02:39:10.297835,5159.159453556386,Miscellaneous
2025-10-17 02:39:10.297835,4961.449750279697,Entertainment
2025-10-18 02:39:10.297835,4914.374709881062,Entertainment
2025-10-19 02:39:10.297835,4888.580134843737,Miscellaneous
2025-10-20 02:39:10.297835,4781.9177748795655,Groceries
2025-10-21 02:39:10.297835,4742.970770956054,Miscellaneous
2025-10-22 02:39:10.297835,4708.496608646305,Miscellaneous
2025-10-23 02:39:10.297835,4674.155103981415,Miscellaneous
2025-10-24 02:39:10.297835,4569.79033521832,Entertainment
2025-10-25 02:39:10.297835,4475.1228247975405,Entertainment
2025-10-26 02:39:10.297835,4460.553577279966,Miscellaneous
2025-10-27 02:39:10.297835,4376.607292514401,Groceries
2025-10-28 02:39:10.297835,4341.342009345474,Miscellaneous
2025-10-29 02:39:10.297835,4307.890474025921,Miscellaneous
2025-10-30 02:39:10.297835,4267.900355460907,Miscellaneous
2025-10-31 02:39:10.297835,4068.5057247876043,Entertainment
2025-11-01 02:39:10.297835,7068.505724787605,Salary
2025-11-02 02:39:10.297835,5868.505724787605,Rent
2025-11-03 02:39:10.297835,5749.625505395421,Groceries
2025-11-04 02:39:10.297835,5717.710945864103,Miscellaneous
2025-11-05 02:39:10.297835,5679.644145318219,Miscellaneous
2025-11-06 02:39:10.297835,5644.90648664451,Miscellaneous
2025-11-07 02:39:10.297835,5580.383828330734,Entertainment
2025-11-08 02:39:10.297835,5479.285883974917,Entertainment
2025-11-09 02:39:10.297835,5469.765304444614,Miscellaneous
2025-11-10 02:39:10.297835,5322.981732536504,Groceries
2025-11-11 02:39:10.297835,5296.765620330723,Miscellaneous
2025-11-12 02:39:10.297835,5283.7631221381025,Miscellaneous
2025-11-13 02:39:10.297835,5255.253598183897,Miscellaneous
2025-11-14 02:39:10.297835,5123.990514901476,Entertainment
2025-11-15 02:39:10.297835,5039.521225655564,Entertainment
2025-11-16 02:39:10.297835,5030.546709928577,Miscellaneous
2025-11-17 02:39:10.297835,4903.536586237081,Groceries
2025-11-18 02:39:10.297835,4880.325816705448,Miscellaneous
2025-11-19 02:39:10.297835,4848.294672994701,Miscellaneous
2025-11-20 02:39:10.297835,4825.088950455781,Miscellaneous
2025-11-21 02:39:10.297835,4651.696280398443,Entertainment
2025-11-22 02:39:10.297835,4532.353049419036,Entertainment
2025-11-23 02:39:10.297835,4507.720220415298,Miscellaneous
2025-11-24 02:39:10.297835,4366.354468229214,Groceries
2025-11-25 02:39:10.297835,4347.23256791178,Miscellaneous
2025-11-26 02:39:10.297835,4337.542034916008,Miscellaneous
2025-11-27 02:39:10.297835,4331.534641245041,Miscellaneous
2025-11-28 02:39:10.297835,4175.60993522379,Entertainment
2025-11-29 02:39:10.297835,4043.9542159801663,Entertainment
2025-11-30 02:39:10.297835,4014.3114240966934,Miscellaneous
2025-12-01 02:39:10.297835,7014.311424096693,Salary
2025-12-02 02:39:10.297835,5814.311424096693,Rent
2025-12-03 02:39:10.297835,5801.857678443882,Miscellaneous
2025-12-04 02:39:10.297835,5792.084676798345,Miscellaneous
2025-12-05 02:39:10.297835,5769.466636978126,Entertainment
2025-12-06 02:39:10.297835,5686.360876392939,Entertainment
2025-12-07 02:39:10.297835,5660.713757353026,Miscellaneous
2025-12-08 02:39:10.297835,5553.256674196045,Groceries
2025-12-09 02:39:10.297835,5532.945051925215,Miscellaneous
2025-12-10 02:39:10.297835,5496.299497617933,Miscellaneous
2025-12-11 02:39:10.297835,5479.110556272118,Miscellaneous
2025-12-12 02:39:10.297835,5366.592448223352,Entertainment
2025-12-13 02:39:10.297835,5205.534905929946,Entertainment
2025-12-14 02:39:10.297835,5186.6559085487015,Miscellaneous
2025-12-15 02:39:10.297835,5063.109839532751,Groceries
2025-12-16 02:39:10.297835,5027.927109726615,Miscellaneous
2025-12-17 02:39:10.297835,4989.6938878985975,Miscellaneous
2025-12-18 02:39:10.297835,4979.546316066081,Miscellaneous
2025-12-19 02:39:10.297835,4792.760543537012,Entertainment
2025-12-20 02:39:10.297835,4684.179610782696,Entertainment
2025-12-21 02:39:10.297835,4670.141057192232,Miscellaneous
2025-12-22 02:39:10.297835,4558.001554255554,Groceries
2025-12-23 02:39:10.297835,4518.7004141205625,Miscellaneous
2025-12-24 02:39:10.297835,4496.458780830812,Miscellaneous
2025-12-25 02:39:10.297835,4479.95247447075,Miscellaneous
2025-12-26 02:39:10.297835,4345.940320693739,Entertainment
2025-12-27 02:39:10.297835,4282.714109313664,Entertainment
2025-12-28 02:39:10.297835,4275.058892829861,Miscellaneous
2025-12-29 02:39:10.297835,4186.0373122961155,Groceries
2025-12-30 02:39:10.297835,4176.555707932594,Miscellaneous
2025-12-31 02:39:10.297835,4166.239113659663,Miscellaneous
2026-01-01 02:39:10.297835,7166.239113659663,Salary
2026-01-02 02:39:10.297835,5966.239113659663,Rent
2026-01-03 02:39:10.297835,5921.250222582769,Entertainment
2026-01-04 02:39:10.297835,5893.819606514657,Miscellaneous
2026-01-05 02:39:10.297835,5801.088000606716,Groceries
2026-01-06 02:39:10.297835,5783.989645690381,Miscellaneous
2026-01-07 02:39:10.297835,5747.602051343671,Miscellaneous
2026-01-08 02:39:10.297835,5726.0133939344705,Miscellaneous
2026-01-09 02:39:10.297835,5585.853001000685,Entertainment
2026-01-10 02:39:10.297835,5534.835424184392,Entertainment
2026-01-11 02:39:10.297835,5523.105308526088,Miscellaneous
2026-01-12 02:39:10.297835,5440.244505387434,Groceries
2026-01-13 02:39:10.297835,5429.331778179909,Miscellaneous
2026-01-14 02:39:10.297835,5414.5811163137905,Miscellaneous
2026-01-15 02:39:10.297835,5403.385749364104,Miscellaneous
2026-01-16 02:39:10.297835,5367.419293287834,Entertainment
2026-01-17 02:39:10.297835,5325.7048364897255,Entertainment
2026-01-18 02:39:10.297835,5304.57757960858,Miscellaneous
2026-01-19 02:39:10.297835,5210.134219320174,Groceries
2026-01-20 02:39:10.297835,5192.384774183492,Miscellaneous
2026-01-21 02:39:10.297835,5169.765169703572,Miscellaneous
2026-01-22 02:39:10.297835,5140.601350701544,Miscellaneous
2026-01-23 02:39:10.297835,5113.525165530146,Entertainment
2026-01-24 02:39:10.297835,4949.631293726518,Entertainment
2026-01-25 02:39:10.297835,4922.654780094336,Miscellaneous
2026-01-26 02:39:10.297835,4836.931647857915,Groceries
2026-01-27 02:39:10.297835,4801.356396014177,Miscellaneous
2026-01-28 02:39:10.297835,4764.125861995564,Miscellaneous
2026-01-29 02:39:10.297835,4756.988133400644,Miscellaneous
2026-01-30 02:39:10.297835,4687.1501567341475,Entertainment
2026-01-31 02:39:10.297835,4522.033926371397,Entertainment
2026-02-01 02:39:10.297835,7522.033926371397,Salary
2026-02-02 02:39:10.297835,6322.033926371397,Rent
2026-02-03 02:39:10.297835,6290.844837207968,Miscellaneous
2026-02-04 02:39:10.297835,6279.386601530495,Miscellaneous
2026-02-05 02:39:10.297835,6267.05937521371,Miscellaneous
2026-02-06 02:39:10.297835,6180.374396711261,Entertainment
2026-02-07 02:39:10.297835,6073.160259376878,Entertainment
2026-02-08 02:39:10.297835,6046.521342373318,Miscellaneous
2026-02-09 02:39:10.297835,5940.6973876034335,Groceries
2026-02-10 02:39:10.297835,5919.508672538774,Miscellaneous
2026-02-11 02:39:10.297835,5888.347189704092,Miscellaneous
2026-02-12 02:39:10.297835,5882.063277602921,Miscellaneous
2026-02-13 02:39:10.297835,5816.624627620997,Entertainment
2026-02-14 02:39:10.297835,5668.221702161777,Entertainment
2026-02-15 02:39:10.297835,5631.889462842725,Miscellaneous
2026-02-16 02:39:10.297835,5516.0720418946285,Groceries
2026-02-17 02:39:10.297835,5492.448069910342,Miscellaneous
2026-02-18 02:39:10.297835,5483.69704951345,Miscellaneous
2026-02-19 02:39:10.297835,5463.037616674629,Miscellaneous
2026-02-20 02:39:10.297835,5347.166508712725,Entertainment
2026-02-21 02:39:10.297835,5283.521818058473,Entertainment
2026-02-22 02:39:10.297835,5269.098304975245,Miscellaneous
2026-02-23 02:39:10.297835,5162.688413557921,Groceries
2026-02-24 02:39:10.297835,5156.985921635701,Miscellaneous
2026-02-25 02:39:10.297835,5140.71315084029,Miscellaneous
2026-02-26 02:39:10.297835,5128.312470595411,Miscellaneous
2026-02-27 02:39:10.297835,5049.362947203386,Entertainment
2026-02-28 02:39:10.297835,5007.805763475921,Entertainment
2026-03-01 02:39:10.297835,8007.805763475921,Salary
2026-03-02 02:39:10.297835,6807.805763475921,Rent
2026-03-03 02:39:10.297835,6771.637308650024,Miscellaneous
2026-03-04 02:39:10.297835,6745.861572775632,Miscellaneous
2026-03-05 02:39:10.297835,6717.092991605575,Miscellaneous
2026-03-06 02:39:10.297835,6555.042168656254,Entertainment
2026-03-07 02:39:10.297835,6445.322572849023,Entertainment
2026-03-08 02:39:10.297835,6437.280362765963,Miscellaneous
2026-03-09 02:39:10.297835,6319.682904838665,Groceries
2026-03-10 02:39:10.297835,6294.143465707934,Miscellaneous
2026-03-11 02:39:10.297835,6263.053084111483,Miscellaneous
2026-03-12 02:39:10.297835,6242.944999993444,Miscellaneous
2026-03-13 02:39:10.297835,6199.980545490243,Entertainment
2026-03-14 02:39:10.297835,6128.900882446472,Entertainment
2026-03-15 02:39:10.297835,6111.193002072519,Miscellaneous
2026-03-16 02:39:10.297835,5985.978795179308,Groceries
2026-03-17 02:39:10.297835,5961.001554515896,Miscellaneous
2026-03-18 02:39:10.297835,5943.538169109471,Miscellaneous
2026-03-19 02:39:10.297835,5904.010135401716,Miscellaneous
2026-03-20 02:39:10.297835,5774.970667917476,Entertainment
2026-03-21 02:39:10.297835,5712.269845404997,Entertainment
2026-03-22 02:39:10.297835,5703.707458863283,Miscellaneous
2026-03-23 02:39:10.297835,5613.00731912038,Groceries
2026-03-24 02:39:10.297835,5599.398798626922,Miscellaneous
2026-03-25 02:39:10.297835,5588.774950562838,Miscellaneous
2026-03-26 02:39:10.297835,5577.2451047210425,Miscellaneous
2026-03-27 02:39:10.297835,5505.92797435615,Entertainment
2026-03-28 02:39:10.297835,5454.720727203095,Entertainment
2026-03-29 02:39:10.297835,5418.33393734117,Miscellaneous
2026-03-30 02:39:10.297835,5332.717575144855,Groceries
2026-03-31 02:39:10.297835,5309.359676509896,Miscellaneous
2026-04-01 02:39:10.297835,8309.359676509896,Salary
2026-04-02 02:39:10.297835,7109.3596765098955,Rent
2026-04-03 02:39:10.297835,7015.488247651757,Entertainment
2026-04-04 02:39:10.297835,6818.660096608208,Entertainment
2026-04-05 02:39:10.297835,6809.738735032326,Miscellaneous
2026-04-06 02:39:10.297835,6701.888843099124,Groceries
2026-04-07 02:39:10.297835,6662.9573779344855,Miscellaneous
2026-04-08 02:39:10.297835,6627.664628528196,Miscellaneous
2026-04-09 02:39:10.297835,6594.067106044971,Miscellaneous
2026-04-10 02:39:10.297835,6527.644597176882,Entertainment
2026-04-11 02:39:10.297835,6476.8848314466695,Entertainment
